date,region,confirmed_cases,active_cases,cured,deaths
12/03/2020,India,74,71,3,0
13/03/2020,India,75,71,3,1
14/03/2020,India,84,72,10,2
15/03/2020,India,107,95,10,2
16/03/2020,India,114,99,13,2
17/03/2020,India,137,120,14,3
18/03/2020,India,146,129,14,3
19/03/2020,India,166,148,15,3
20/03/2020,India,195,171,20,4
21/03/2020,India,258,231,23,4
22/03/2020,India,360,329,24,7
23/03/2020,India,433,402,24,7
24/03/2020,India,492,446,37,9
25/03/2020,India,519,469,40,10
26/03/2020,India,649,593,43,13
27/03/2020,India,724,640,67,17
28/03/2020,India,909,810,80,19
29/03/2020,India,979,867,87,25
30/03/2020,India,1071,942,100,29
31/03/2020,India,1397,1238,124,35
01/04/2020,India,1637,1466,133,38
02/04/2020,India,1965,1764,151,50
03/04/2020,India,2301,2088,157,56
04/04/2020,India,2902,2650,184,68
05/04/2020,India,3374,3030,267,77
06/04/2020,India,4067,3666,292,109
07/04/2020,India,4421,3981,326,114
08/04/2020,India,5194,4643,402,149
09/04/2020,India,5734,5095,473,166
10/04/2020,India,6412,5709,504,199
11/04/2020,India,7447,6565,643,239
12/04/2020,India,8356,7367,716,273
13/04/2020,India,9152,7987,857,308
14/04/2020,India,10363,8988,1036,339
15/04/2020,India,11439,9756,1306,377
16/04/2020,India,12380,10477,1489,414
17/04/2020,India,13387,11201,1749,437
18/04/2020,India,14378,11906,1992,480
19/04/2020,India,15712,12974,2231,507
20/04/2020,India,17265,14175,2547,543
21/04/2020,India,18601,14759,3252,590
22/04/2020,India,19984,15474,3870,640
23/04/2020,India,21393,16454,4258,681
24/04/2020,India,23077,17610,4749,718
25/04/2020,India,24506,18668,5063,775
26/04/2020,India,26496,19868,5804,824
27/04/2020,India,27892,20835,6185,872
28/04/2020,India,29435,21632,6869,934
29/04/2020,India,31332,22629,7696,1007
30/04/2020,India,33050,23651,8325,1074
01/05/2020,India,35043,25007,8889,1147
02/05/2020,India,37336,26167,9951,1218
03/05/2020,India,39980,28046,10633,1301
04/05/2020,India,42533,29453,11707,1373
05/05/2020,India,46433,32138,12727,1568
06/05/2020,India,49390,33513,14183,1694
07/05/2020,India,52951,35901,15267,1783
08/05/2020,India,56341,37915,16540,1886
09/05/2020,India,59662,39834,17847,1981
10/05/2020,India,62939,41472,19358,2109
11/05/2020,India,67152,44029,20917,2206
12/05/2020,India,70756,46008,22455,2293
13/05/2020,India,74281,47480,24386,2415
14/05/2020,India,78003,49219,26235,2549
15/05/2020,India,81970,51401,27920,2649
16/05/2020,India,85940,53035,30153,2752
17/05/2020,India,90927,53946,34109,2872
18/05/2020,India,96169,56316,36824,3029
19/05/2020,India,101139,58802,39174,3163
20/05/2020,India,106750,61149,42298,3303
21/05/2020,India,112359,63624,45300,3435
22/05/2020,India,118447,66330,48534,3583
23/05/2020,India,125101,69597,51784,3720
24/05/2020,India,131868,73560,54441,3867
25/05/2020,India,138845,77103,57721,4021
26/05/2020,India,145380,80722,60491,4167
27/05/2020,India,151767,83004,64426,4337
28/05/2020,India,158333,86110,67692,4531
29/05/2020,India,165799,89987,71106,4706
30/05/2020,India,173763,86422,82370,4971
31/05/2020,India,182143,89995,86984,5164
01/06/2020,India,190535,93322,91819,5394
02/06/2020,India,198706,97581,95527,5598
03/06/2020,India,207615,101497,100303,5815
04/06/2020,India,216919,106737,104107,6075
05/06/2020,India,226770,110960,109462,6348
06/06/2020,India,236657,115942,114073,6642
07/06/2020,India,246628,120406,119293,6929
08/06/2020,India,256611,125381,124095,7135
09/06/2020,India,266598,129917,129215,7466
10/06/2020,India,276583,133632,135206,7745
11/06/2020,India,286579,137448,141029,8102
12/06/2020,India,297535,141842,147195,8498
13/06/2020,India,308993,145779,154330,8884
14/06/2020,India,320922,149348,162379,9195
15/06/2020,India,332424,153106,169798,9520
16/06/2020,India,343091,153178,180013,9900
17/06/2020,India,354065,155227,186935,11903
18/06/2020,India,366946,160384,194325,12237
19/06/2020,India,380532,163248,204711,12573
20/06/2020,India,395048,168269,213831,12948
21/06/2020,India,410461,169451,227756,13254
22/06/2020,India,425282,174387,237196,13699
23/06/2020,India,440215,178014,248190,14011
24/06/2020,India,456183,183022,258685,14476
25/06/2020,India,473105,186514,271697,14894
26/06/2020,India,490401,189463,285637,15301
27/06/2020,India,508953,197387,295881,15685
28/06/2020,India,528859,203051,309713,16095
29/06/2020,India,548318,210120,321723,16475
30/06/2020,India,566840,215125,334822,16893
01/07/2020,India,585493,220114,347979,17400
02/07/2020,India,604641,226947,359860,17834
03/07/2020,India,625544,227439,379892,18213
04/07/2020,India,648315,235433,394227,18655
05/07/2020,India,673165,244814,409083,19268
06/07/2020,India,697413,253287,424433,19693
07/07/2020,India,719665,259557,439948,20160
08/07/2020,India,742417,264944,456831,20642
09/07/2020,India,767296,269789,476378,21129
10/07/2020,India,793802,276685,495513,21604
11/07/2020,India,820916,283407,515386,22123
12/07/2020,India,849553,292258,534621,22674
13/07/2020,India,878254,301609,553471,23174
14/07/2020,India,906752,311565,571460,23727
15/07/2020,India,936181,319840,592032,24309
16/07/2020,India,968876,331146,612815,24915
17/07/2020,India,1003832,342473,635757,25602
18/07/2020,India,1038716,358692,653751,26273
19/07/2020,India,1077618,373379,677423,26816
20/07/2020,India,1118043,390459,700087,27497
21/07/2020,India,1155191,402529,724578,28084
22/07/2020,India,1192915,411133,753050,28732
23/07/2020,India,1238635,426167,782607,29861
24/07/2020,India,1287945,440135,817209,30601
25/07/2020,India,1336861,456071,849432,31358
26/07/2020,India,1385522,467882,885577,32063
27/07/2020,India,1435453,485114,917568,32771
28/07/2020,India,1483156,496988,952743,33425
29/07/2020,India,1531669,509447,988029,34193
30/07/2020,India,1583792,528242,1020582,34968
31/07/2020,India,1638870,545318,1057805,35747
01/08/2020,India,1695988,565103,1094374,36511
02/08/2020,India,1750723,567730,1145629,37364
03/08/2020,India,1803695,579357,1186203,38135
04/08/2020,India,1855745,586298,1230509,38938
05/08/2020,India,1908254,586244,1282215,39795
06/08/2020,India,1964536,595501,1328336,40699
07/08/2020,India,2027074,607384,1378105,41585
08/08/2020,India,2088611,619088,1427005,42518
09/08/2020,India,2153010,628747,1480884,43379
10/08/2020,India,2215074,634945,1535743,44386
11/08/2020,India,2268675,639929,1583489,45257
12/08/2020,India,2329638,643948,1639599,46091
13/08/2020,India,2396637,653622,1695982,47033
14/08/2020,India,2461190,661595,1751555,48040
15/08/2020,India,2526192,668220,1808936,49036
16/08/2020,India,2589682,677444,1862258,49980
17/08/2020,India,2647663,676900,1919842,50921
18/08/2020,India,2702742,673166,1977779,51797
19/08/2020,India,2767273,676514,2037870,52889
20/08/2020,India,2836925,686395,2096664,53866
21/08/2020,India,2905823,692028,2158946,54849
22/08/2020,India,2975701,697330,2222577,55794
23/08/2020,India,3044940,707668,2280566,56706
24/08/2020,India,3106348,710771,2338035,57542
25/08/2020,India,3167323,704348,2404585,58390
26/08/2020,India,3234474,707267,2467758,59449
27/08/2020,India,3310234,725991,2523771,60472
28/08/2020,India,3387500,742023,2583948,61529
29/08/2020,India,3463972,752424,2648998,62550
30/08/2020,India,3542733,765302,2713933,63498
31/08/2020,India,3621245,781975,2774801,64469
01/09/2020,India,3691166,785996,2839882,65288
02/09/2020,India,3769523,801282,2901908,66333
03/09/2020,India,3853406,815538,2970492,67376
04/09/2020,India,3936747,831124,3037151,68472
05/09/2020,India,4023179,846395,3107223,69561
06/09/2020,India,4113811,862320,3180865,70626
07/09/2020,India,4204613,882542,3250429,71642
08/09/2020,India,4280422,883697,3323950,72775
09/09/2020,India,4370128,897394,3398844,73890
10/09/2020,India,4465863,919018,3471783,75062
11/09/2020,India,4562414,943480,3542663,76271
12/09/2020,India,4659984,958316,3624196,77472
13/09/2020,India,4754356,973175,3702595,78586
14/09/2020,India,4846427,986598,3780107,79722
15/09/2020,India,4930236,990061,3859399,80776
16/09/2020,India,5020359,995933,3942360,82066
17/09/2020,India,5118253,1009976,4025079,83198
18/09/2020,India,5214677,1017754,4112551,84372
19/09/2020,India,5308014,1013964,4208431,85619
20/09/2020,India,5400619,1010824,4303043,86752
21/09/2020,India,5487580,1003299,4396399,87882
22/09/2020,India,5562663,975861,4497867,88935
23/09/2020,India,5646010,968377,4587613,90020
24/09/2020,India,5732518,966382,4674987,91149
25/09/2020,India,5818570,970116,4756164,92290
26/09/2020,India,5903932,960969,4849584,93379
27/09/2020,India,5992532,956402,4941627,94503
28/09/2020,India,6074702,962640,5016520,95542
29/09/2020,India,6145291,947576,5101397,96318
30/09/2020,India,6225763,940441,5187825,97497
01/10/2020,India,6312584,940705,5273201,98678
02/10/2020,India,6394068,942217,5352078,99773
03/10/2020,India,6473544,944996,5427706,100842
04/10/2020,India,6549373,937625,5509966,101782
05/10/2020,India,6623815,934427,5586703,102685
06/10/2020,India,6685082,919023,5662490,103569
07/10/2020,India,6757131,907883,5744693,104555
08/10/2020,India,6835655,902425,5827704,105526
09/10/2020,India,6906151,893592,5906069,106490
10/10/2020,India,6979423,883185,5988822,107416
11/10/2020,India,7053806,867496,6077976,108334
12/10/2020,India,7120538,861853,6149535,109150
13/10/2020,India,7175880,838729,6227295,109856
14/10/2020,India,7239389,826876,6301927,110586
15/10/2020,India,7307097,812390,6383441,111266
16/10/2020,India,7370468,804528,6453779,112161
17/10/2020,India,7432680,795087,6524595,112998
18/10/2020,India,7494551,783311,6597209,114031
19/10/2020,India,7550273,772055,6663608,114610
20/10/2020,India,7597063,748538,6733328,115197
21/10/2020,India,7651107,740090,6795103,115914
22/10/2020,India,7706946,715812,6874518,116616
23/10/2020,India,7761312,695509,6948497,117306
24/10/2020,India,7814682,680680,7016046,117956
25/10/2020,India,7864811,668154,7078123,118534
26/10/2020,India,7909959,653717,7137228,119014
27/10/2020,India,7946429,625857,7201070,119502
28/10/2020,India,7990322,610803,7259509,120010
29/10/2020,India,8040203,603687,7315989,120527
30/10/2020,India,8088851,594386,7373375,121090
31/10/2020,India,8137119,582649,7432829,121641
01/11/2020,India,8184082,570458,7491513,122111
02/11/2020,India,8229313,561908,7544798,122607
03/11/2020,India,8267623,541405,7603121,123097
04/11/2020,India,8313876,533787,7656478,123611
05/11/2020,India,8364086,527962,7711809,124315
06/11/2020,India,8411724,520773,7765966,124985
07/11/2020,India,8462080,516632,7819886,125562
08/11/2020,India,8507754,512665,7868968,126121
09/11/2020,India,8553657,509673,7917373,126611
10/11/2020,India,8591730,505265,7959406,127059
11/11/2020,India,8636011,494657,8013783,127571
12/11/2020,India,8683916,489294,8066501,128121
13/11/2020,India,8728795,484547,8115580,128668
14/11/2020,India,8773479,480719,8163572,129188
15/11/2020,India,8814579,479216,8205728,129635
16/11/2020,India,8845127,465478,8249579,130070
17/11/2020,India,8874290,453401,8290370,130519
18/11/2020,India,8912907,446805,8335109,130993
19/11/2020,India,8958483,443303,8383602,131578
20/11/2020,India,9004365,443794,8428409,132162
21/11/2020,India,9050597,439747,8478124,132726
22/11/2020,India,9095806,440962,8521617,133227
23/11/2020,India,9139865,443486,8562641,133738
24/11/2020,India,9177840,438667,8604955,134218
25/11/2020,India,9222216,444746,8642771,134699
26/11/2020,India,9266705,452344,8679138,135223
27/11/2020,India,9309787,455555,8718517,135715
28/11/2020,India,9351109,454940,8759969,136200
29/11/2020,India,9392919,453956,8802267,136696
30/11/2020,India,9431691,446952,8847600,137139
01/12/2020,India,9462809,435603,8889585,137621
02/12/2020,India,9499413,428644,8932647,138122
03/12/2020,India,9534964,422943,8973373,138648
04/12/2020,India,9571559,416082,9016289,139188
05/12/2020,India,9608211,409689,9058822,139700
06/12/2020,India,9644222,403248,9100792,140182
07/12/2020,India,9677203,396729,9139901,140573
08/12/2020,India,9703770,383866,9178946,140958
09/12/2020,India,9735850,378909,9215581,141360
10/12/2020,India,9767371,372293,9253306,141772
11/12/2020,India,9796769,363749,9290834,142186
12/12/2020,India,9826775,359819,9324328,142628
13/12/2020,India,9857029,356546,9357464,143019
14/12/2020,India,9884100,352586,9388159,143355
15/12/2020,India,9906165,339820,9422636,143709
17/12/2020,India,9956557,322366,9489740,144451
18/12/2020,India,9979447,313831,9520827,144789
19/12/2020,India,10004599,308751,9550712,145136
20/12/2020,India,10031223,305344,9580402,145477
21/12/2020,India,10055560,303639,9606111,145810
22/12/2020,India,10075116,292518,9636487,146111
23/12/2020,India,10099066,289240,9663382,146444
24/12/2020,India,10123778,283849,9693173,146756
25/12/2020,India,10146845,281919,9717834,147092
26/12/2020,India,10169118,281667,9740108,147343
27/12/2020,India,10187850,278690,9761538,147622
28/12/2020,India,10207871,277301,9782669,147901
29/12/2020,India,10224303,268581,9807569,148153
30/12/2020,India,10244852,262272,9834141,148439
31/12/2020,India,10266674,257656,9860280,148738
03/01/2021,India,10323965,247220,9927310,149435
04/01/2021,India,10340469,243953,9946867,149649
05/01/2021,India,10356844,231036,9975958,149850
06/01/2021,India,10374932,227546,9997272,150114
07/01/2021,India,10395278,228083,10016859,150336
08/01/2021,India,10413417,225449,10037398,150570
09/01/2021,India,10431639,224190,10056651,150798
10/01/2021,India,10450284,223335,10075950,150999
11/01/2021,India,10466595,222526,10092909,151160
12/01/2021,India,10479179,216558,10111294,151327
13/01/2021,India,10495147,214507,10129111,151529
14/01/2021,India,10512093,213603,10146763,151727
15/01/2021,India,10527683,213027,10162738,151918
16/01/2021,India,10542841,211033,10179715,152093
17/01/2021,India,10557985,208826,10196885,152274
18/01/2021,India,10571773,208012,10211342,152419
19/01/2021,India,10581837,200528,10228753,152556
20/01/2021,India,10595660,197201,10245741,152718
21/01/2021,India,10610883,192308,10265706,152869
22/01/2021,India,10625428,188688,10283708,153032
23/01/2021,India,10639684,185662,10300838,153184
24/01/2021,India,10654533,184408,10316786,153339
25/01/2021,India,10667736,184182,10330084,153470
27/01/2021,India,10689527,176498,10359305,153724
28/01/2021,India,10701193,173740,10373606,153847
29/01/2021,India,10720048,171686,10394352,154010
30/01/2021,India,10733131,169824,10409160,154147
31/01/2021,India,10746183,168784,10423125,154274
01/02/2021,India,10757610,168235,10434983,154392
02/02/2021,India,10766245,163353,10448406,154486
03/02/2021,India,10777284,160057,10462631,154596
04/02/2021,India,10790183,155025,10480455,154703
05/02/2021,India,10802591,151460,10496308,154823
06/02/2021,India,10814304,148590,10510796,154918
07/02/2021,India,10826363,148766,10522601,154996
08/02/2021,India,10838194,148609,10534505,155080
09/02/2021,India,10847304,143625,10548521,155158
10/02/2021,India,10858371,141511,10561608,155252
11/02/2021,India,10871294,142562,10573372,155360
12/02/2021,India,10880603,135926,10589230,155447
13/02/2021,India,10892746,136571,10600625,155550
14/02/2021,India,10904940,137567,10611731,155642
15/02/2021,India,10916589,139637,10621220,155732
16/02/2021,India,10925710,136872,10633025,155813
17/02/2021,India,10937320,136549,10644858,155913
18/02/2021,India,10950201,137342,10656845,156014
19/02/2021,India,10963394,139542,10667741,156111
20/02/2021,India,10977387,143127,10678048,156212
21/02/2021,India,10991651,145634,10689715,156302
22/02/2021,India,11005850,150055,10699410,156385
23/02/2021,India,11016434,147306,10712665,156463
24/02/2021,India,11030176,146907,10726702,156567
25/02/2021,India,11046914,151708,10738501,156705
26/02/2021,India,11063491,155986,10750680,156825
27/02/2021,India,11079979,159590,10763451,156938
01/03/2021,India,11112241,168627,10786457,157157
02/03/2021,India,11124527,168358,10798921,157248
03/03/2021,India,11139516,170126,10812044,157346
04/03/2021,India,11156923,173413,10826075,157435
06/03/2021,India,11192088,180304,10854128,157656
07/03/2021,India,11210799,184523,10868520,157756
08/03/2021,India,11229398,188747,10882798,157853
09/03/2021,India,11244786,187462,10899394,157930
10/03/2021,India,11262707,184598,10920046,158063
11/03/2021,India,11285561,189226,10938146,158189
13/03/2021,India,11333728,202022,10973260,158446
14/03/2021,India,11359048,210544,10989897,158607
15/03/2021,India,11385339,219262,11007352,158725
16/03/2021,India,11409831,223432,11027543,158856
17/03/2021,India,11438734,234406,11045284,159044
18/03/2021,India,11474605,252364,11063025,159216
19/03/2021,India,11514331,271282,11083679,159370
20/03/2021,India,11555284,288394,11107332,159558
21/03/2021,India,11599130,309087,11130288,159755
22/03/2021,India,11646081,334646,11151468,159967
23/03/2021,India,11686796,345377,11181253,160166
24/03/2021,India,11734058,368457,11205160,160441
25/03/2021,India,11787534,395192,11231650,160692
27/03/2021,India,11908910,452647,11295023,161240
28/03/2021,India,11971624,486310,11323762,161552
29/03/2021,India,12039644,521808,11355993,161843
30/03/2021,India,12095855,540720,11393021,162114
31/03/2021,India,12149335,552566,11434301,162468
01/04/2021,India,12221665,584055,11474683,162927
02/04/2021,India,12303131,614696,11525039,163396
03/04/2021,India,12392260,658909,11569241,164110
04/04/2021,India,12485509,691597,11629289,164623
05/04/2021,India,12589067,741830,11682136,165101
06/04/2021,India,12686049,788223,11732279,165547
07/04/2021,India,12801785,843473,11792135,166177
08/04/2021,India,12928574,910319,11851393,166862
09/04/2021,India,13060542,979608,11913292,167642
10/04/2021,India,13205926,1046631,11990859,168436
11/04/2021,India,13358805,1108087,12081443,169275
12/04/2021,India,13527717,1201009,12156529,170179
13/04/2021,India,13689453,1264698,12253697,171058
14/04/2021,India,13873825,1365704,12336036,172085
15/04/2021,India,14074564,1471877,12429564,173123
16/04/2021,India,14291917,1569743,12547866,174308
17/04/2021,India,14526609,1679740,12671220,175649
18/04/2021,India,14788109,1801316,12809643,177150
19/04/2021,India,15061919,1929329,12953821,178769
20/04/2021,India,15321089,2031977,13108582,180530
21/04/2021,India,15616130,2157538,13276039,182553
22/04/2021,India,15930965,2291428,13454880,184657
23/04/2021,India,16263695,2428616,13648159,186920
24/04/2021,India,16610481,2552940,13867997,189544
25/04/2021,India,16960172,2682751,14085110,192311
26/04/2021,India,17313163,2813658,14304382,195123
27/04/2021,India,17636307,2882204,14556209,197894
28/04/2021,India,17997267,2978709,14817371,201187
29/04/2021,India,18376524,3084814,15086878,204832
30/04/2021,India,18762976,3170228,15384418,208330
01/05/2021,India,19164969,3268710,15684406,211853
02/05/2021,India,19557457,3349644,15992271,215542
03/05/2021,India,19925604,3413642,16293003,218959
04/05/2021,India,20282833,3447133,16613292,222408
05/05/2021,India,20665148,3487229,16951731,226188
06/05/2021,India,21077410,3566398,17280844,230168
07/05/2021,India,21491598,3645164,17612351,234083
08/05/2021,India,21892676,3723446,17930960,238270
09/05/2021,India,22296414,3736648,18317404,242362
10/05/2021,India,22662575,3745237,18671222,246116
11/05/2021,India,22992517,3715221,19027304,249992
12/05/2021,India,23340938,3704099,19382642,254197
13/05/2021,India,23703665,3710525,19734823,258317
14/05/2021,India,23703665,3710525,19734823,258317
15/05/2021,India,24046809,3704893,20079599,262317
16/05/2021,India,24684077,3618458,20795335,270284
17/05/2021,India,24965463,3516997,21174076,274390
18/05/2021,India,25228996,3353765,21596512,278719
19/05/2021,India,25496330,3226719,21986363,283248
20/05/2021,India,25772440,3129878,22355440,287122
21/05/2021,India,26031991,3027925,22712735,291331
22/05/2021,India,26289290,2923400,23070365,295525
23/05/2021,India,26530132,2805399,23425467,299266
24/05/2021,India,26752447,2720716,23728011,303720
25/05/2021,India,26948874,2586782,24054861,307231
26/05/2021,India,27157795,2495591,24350816,311388
27/05/2021,India,27369093,2419907,24633951,315235
28/05/2021,India,27555457,2343152,24893410,318895
30/05/2021,India,27894800,2114508,25454320,325972
31/05/2021,India,28047534,2026092,25692342,329100
01/06/2021,India,28175044,1895520,25947629,331895
02/06/2021,India,28307832,1793645,26179085,335102
03/06/2021,India,28441986,1713413,26390584,337989
04/06/2021,India,28574350,1635993,26597655,340702
05/06/2021,India,28694879,1555248,26795549,344082
06/06/2021,India,28809339,1477799,26984781,346759
07/06/2021,India,28909975,1401609,27159180,349186
08/06/2021,India,28996473,1303702,27341462,351309
09/06/2021,India,29089069,1231415,27504126,353528
10/06/2021,India,29183121,1167952,27655493,359676
11/06/2021,India,29274823,1121671,27790073,363079
12/06/2021,India,29359155,1080690,27911384,367081
13/06/2021,India,29439989,1026159,28043446,370384
14/06/2021,India,29510410,973158,28162947,374305
15/06/2021,India,29570881,913378,28280472,377031
16/06/2021,India,29633105,865432,28388100,379573
17/06/2021,India,29700313,826740,28491670,381903
18/06/2021,India,29762793,798656,28580647,383490
19/06/2021,India,29823546,760019,28678390,385137
20/06/2021,India,29881965,729243,28766009,386713
21/06/2021,India,29935221,702887,28844199,388135
22/06/2021,India,29977861,662521,28926038,389302
23/06/2021,India,30028709,643194,28994855,390660
25/06/2021,India,30134445,612868,29128267,393310
26/06/2021,India,30183143,595565,29193085,394493
27/06/2021,India,30233183,586403,29251029,395751
28/06/2021,India,30279331,572994,29309607,396730
29/06/2021,India,30316897,552659,29366601,397637
30/06/2021,India,30362848,537064,29427330,398454
01/07/2021,India,30411634,523257,29488918,399459
02/07/2021,India,30458251,509637,29548302,400312
03/07/2021,India,30502362,495533,29605779,401050
04/07/2021,India,30545433,485350,29658078,402005
05/07/2021,India,30585229,482071,29700430,402728
06/07/2021,India,30619932,464357,29752294,403281
07/07/2021,India,30663665,459920,29799534,404211
08/07/2021,India,30709557,460704,29843825,405028
09/07/2021,India,30752950,458727,29888284,405939
10/07/2021,India,30795716,455033,29933538,407145
11/07/2021,India,30837222,454118,29975064,408040
12/07/2021,India,30874376,450899,30014713,408764
13/07/2021,India,30905819,431315,30063720,410784
14/07/2021,India,30946074,429946,30104720,411408
15/07/2021,India,30987880,432041,30143850,411989
16/07/2021,India,31026829,430422,30183876,412531
17/07/2021,India,31064908,424025,30227792,413091
18/07/2021,India,31106065,422660,30269796,413609
19/07/2021,India,31144229,421665,30308456,414108
21/07/2021,India,31216337,407170,30390687,418480
22/07/2021,India,31257720,409394,30429339,418987
26/07/2021,India,31411262,411189,30579106,420967
27/07/2021,India,31440951,398100,30621469,421382
28/07/2021,India,31484605,399436,30663147,422022
29/07/2021,India,31528114,403840,30701612,422662
30/07/2021,India,31610408,417330,30769716,423362
31/07/2021,India,31575929,396745,30755519,423665
01/08/2021,India,31655824,410952,30820521,424351
02/08/2021,India,31695958,413718,30857467,424773
03/08/2021,India,31726507,404958,30896354,425195
04/08/2021,India,31769132,410353,30933022,425757
05/08/2021,India,31812114,411076,30974748,426290
06/08/2021,India,31856757,414159,31015844,426754
07/08/2021,India,31895385,412153,31055861,427371
08/08/2021,India,31934455,406822,31099771,427862
09/08/2021,India,31969954,402188,31139457,428309
27/03/2020,Andaman and Nicobar Islands,1,1,0,0
28/03/2020,Andaman and Nicobar Islands,6,6,0,0
29/03/2020,Andaman and Nicobar Islands,9,9,0,0
30/03/2020,Andaman and Nicobar Islands,9,9,0,0
31/03/2020,Andaman and Nicobar Islands,10,10,0,0
01/04/2020,Andaman and Nicobar Islands,10,10,0,0
02/04/2020,Andaman and Nicobar Islands,10,10,0,0
03/04/2020,Andaman and Nicobar Islands,10,10,0,0
04/04/2020,Andaman and Nicobar Islands,10,10,0,0
05/04/2020,Andaman and Nicobar Islands,10,10,0,0
06/04/2020,Andaman and Nicobar Islands,10,10,0,0
07/04/2020,Andaman and Nicobar Islands,10,10,0,0
08/04/2020,Andaman and Nicobar Islands,10,10,0,0
09/04/2020,Andaman and Nicobar Islands,11,11,0,0
10/04/2020,Andaman and Nicobar Islands,11,11,0,0
11/04/2020,Andaman and Nicobar Islands,11,11,0,0
12/04/2020,Andaman and Nicobar Islands,11,1,10,0
13/04/2020,Andaman and Nicobar Islands,11,1,10,0
14/04/2020,Andaman and Nicobar Islands,11,1,10,0
15/04/2020,Andaman and Nicobar Islands,11,1,10,0
16/04/2020,Andaman and Nicobar Islands,11,1,10,0
17/04/2020,Andaman and Nicobar Islands,11,1,10,0
18/04/2020,Andaman and Nicobar Islands,12,1,11,0
19/04/2020,Andaman and Nicobar Islands,14,3,11,0
20/04/2020,Andaman and Nicobar Islands,15,4,11,0
21/04/2020,Andaman and Nicobar Islands,16,5,11,0
22/04/2020,Andaman and Nicobar Islands,16,5,11,0
23/04/2020,Andaman and Nicobar Islands,18,7,11,0
24/04/2020,Andaman and Nicobar Islands,22,11,11,0
25/04/2020,Andaman and Nicobar Islands,27,16,11,0
26/04/2020,Andaman and Nicobar Islands,33,22,11,0
27/04/2020,Andaman and Nicobar Islands,33,22,11,0
28/04/2020,Andaman and Nicobar Islands,33,22,11,0
29/04/2020,Andaman and Nicobar Islands,33,18,15,0
30/04/2020,Andaman and Nicobar Islands,33,18,15,0
01/05/2020,Andaman and Nicobar Islands,33,17,16,0
02/05/2020,Andaman and Nicobar Islands,33,17,16,0
03/05/2020,Andaman and Nicobar Islands,33,17,16,0
04/05/2020,Andaman and Nicobar Islands,33,1,32,0
05/05/2020,Andaman and Nicobar Islands,33,1,32,0
06/05/2020,Andaman and Nicobar Islands,33,1,32,0
07/05/2020,Andaman and Nicobar Islands,33,1,32,0
08/05/2020,Andaman and Nicobar Islands,33,0,33,0
09/05/2020,Andaman and Nicobar Islands,33,0,33,0
10/05/2020,Andaman and Nicobar Islands,33,0,33,0
11/05/2020,Andaman and Nicobar Islands,33,0,33,0
12/05/2020,Andaman and Nicobar Islands,33,0,33,0
13/05/2020,Andaman and Nicobar Islands,33,0,33,0
14/05/2020,Andaman and Nicobar Islands,33,0,33,0
15/05/2020,Andaman and Nicobar Islands,33,0,33,0
16/05/2020,Andaman and Nicobar Islands,33,0,33,0
17/05/2020,Andaman and Nicobar Islands,33,0,33,0
18/05/2020,Andaman and Nicobar Islands,33,0,33,0
19/05/2020,Andaman and Nicobar Islands,33,0,33,0
20/05/2020,Andaman and Nicobar Islands,33,0,33,0
21/05/2020,Andaman and Nicobar Islands,33,0,33,0
22/05/2020,Andaman and Nicobar Islands,33,0,33,0
23/05/2020,Andaman and Nicobar Islands,33,0,33,0
24/05/2020,Andaman and Nicobar Islands,33,0,33,0
25/05/2020,Andaman and Nicobar Islands,33,0,33,0
26/05/2020,Andaman and Nicobar Islands,33,0,33,0
27/05/2020,Andaman and Nicobar Islands,33,0,33,0
28/05/2020,Andaman and Nicobar Islands,33,0,33,0
29/05/2020,Andaman and Nicobar Islands,33,0,33,0
30/05/2020,Andaman and Nicobar Islands,33,0,33,0
31/05/2020,Andaman and Nicobar Islands,33,0,33,0
01/06/2020,Andaman and Nicobar Islands,33,0,33,0
02/06/2020,Andaman and Nicobar Islands,33,0,33,0
03/06/2020,Andaman and Nicobar Islands,33,0,33,0
04/06/2020,Andaman and Nicobar Islands,33,0,33,0
05/06/2020,Andaman and Nicobar Islands,33,0,33,0
06/06/2020,Andaman and Nicobar Islands,33,0,33,0
07/06/2020,Andaman and Nicobar Islands,33,0,33,0
08/06/2020,Andaman and Nicobar Islands,33,0,33,0
09/06/2020,Andaman and Nicobar Islands,33,0,33,0
10/06/2020,Andaman and Nicobar Islands,33,0,33,0
11/06/2020,Andaman and Nicobar Islands,34,1,33,0
12/06/2020,Andaman and Nicobar Islands,38,5,33,0
13/06/2020,Andaman and Nicobar Islands,38,5,33,0
14/06/2020,Andaman and Nicobar Islands,38,5,33,0
15/06/2020,Andaman and Nicobar Islands,38,5,33,0
16/06/2020,Andaman and Nicobar Islands,41,8,33,0
17/06/2020,Andaman and Nicobar Islands,44,11,33,0
18/06/2020,Andaman and Nicobar Islands,44,11,33,0
19/06/2020,Andaman and Nicobar Islands,44,11,33,0
20/06/2020,Andaman and Nicobar Islands,45,10,35,0
21/06/2020,Andaman and Nicobar Islands,47,11,36,0
22/06/2020,Andaman and Nicobar Islands,48,11,37,0
23/06/2020,Andaman and Nicobar Islands,48,11,37,0
24/06/2020,Andaman and Nicobar Islands,50,10,40,0
25/06/2020,Andaman and Nicobar Islands,56,13,43,0
26/06/2020,Andaman and Nicobar Islands,59,16,43,0
27/06/2020,Andaman and Nicobar Islands,72,29,43,0
28/06/2020,Andaman and Nicobar Islands,72,29,43,0
