date,region,confirmed_cases,active_cases,cured,deaths
20/05/2021,Himachal Pradesh,170074,35124,132421,2529
21/05/2021,Himachal Pradesh,172722,33448,136679,2595
22/05/2021,Himachal Pradesh,175384,31519,141213,2652
23/05/2021,Himachal Pradesh,177725,28788,146230,2707
24/05/2021,Himachal Pradesh,179034,25979,150289,2766
25/05/2021,Himachal Pradesh,180983,24181,153975,2827
26/05/2021,Himachal Pradesh,182982,23053,157042,2887
27/05/2021,Himachal Pradesh,184347,22181,159234,2932
28/05/2021,Himachal Pradesh,185819,20184,162643,2992
30/05/2021,Himachal Pradesh,188604,16989,168529,3086
31/05/2021,Himachal Pradesh,189465,14940,171398,3127
01/06/2021,Himachal Pradesh,190330,13621,173566,3143
02/06/2021,Himachal Pradesh,191251,12407,175663,3181
03/06/2021,Himachal Pradesh,192142,11975,176957,3210
04/06/2021,Himachal Pradesh,193137,11057,178847,3233
05/06/2021,Himachal Pradesh,193924,9787,180877,3260
06/06/2021,Himachal Pradesh,194742,9484,181979,3279
07/06/2021,Himachal Pradesh,195099,8361,183441,3297
08/06/2021,Himachal Pradesh,195755,7555,184885,3315
09/06/2021,Himachal Pradesh,196351,6983,186040,3328
10/06/2021,Himachal Pradesh,196905,6682,186880,3343
11/06/2021,Himachal Pradesh,197438,6338,187742,3358
12/06/2021,Himachal Pradesh,197943,5879,188697,3367
13/06/2021,Himachal Pradesh,198313,5402,189527,3384
14/06/2021,Himachal Pradesh,198550,4777,190382,3391
15/06/2021,Himachal Pradesh,198876,4432,191046,3398
16/06/2021,Himachal Pradesh,199197,4050,191737,3410
17/06/2021,Himachal Pradesh,199407,3733,192260,3414
18/06/2021,Himachal Pradesh,199699,3430,192845,3424
19/06/2021,Himachal Pradesh,200043,3193,193421,3429
20/06/2021,Himachal Pradesh,200282,2990,193853,3439
21/06/2021,Himachal Pradesh,200410,2711,194257,3442
22/06/2021,Himachal Pradesh,200603,2408,194747,3448
23/06/2021,Himachal Pradesh,200791,2276,195062,3453
25/06/2021,Himachal Pradesh,201210,2123,195624,3463
26/06/2021,Himachal Pradesh,201363,1956,195942,3465
27/06/2021,Himachal Pradesh,201547,1885,196191,3471
28/06/2021,Himachal Pradesh,201665,1754,196438,3473
29/06/2021,Himachal Pradesh,201813,1691,196646,3476
30/06/2021,Himachal Pradesh,201980,1654,196849,3477
01/07/2021,Himachal Pradesh,202123,1625,197019,3479
02/07/2021,Himachal Pradesh,202290,1639,197171,3480
03/07/2021,Himachal Pradesh,202440,1579,197380,3481
04/07/2021,Himachal Pradesh,202555,1446,197627,3482
05/07/2021,Himachal Pradesh,202642,1365,197794,3483
06/07/2021,Himachal Pradesh,202800,1357,197959,3484
07/07/2021,Himachal Pradesh,202945,1326,198134,3485
08/07/2021,Himachal Pradesh,203117,1338,198293,3486
09/07/2021,Himachal Pradesh,203245,1307,198452,3486
10/07/2021,Himachal Pradesh,203425,1359,198579,3487
11/07/2021,Himachal Pradesh,203563,1335,198738,3490
12/07/2021,Himachal Pradesh,203626,1247,198888,3491
13/07/2021,Himachal Pradesh,203719,1207,199020,3492
14/07/2021,Himachal Pradesh,203869,1203,199170,3496
15/07/2021,Himachal Pradesh,203962,1191,199272,3499
16/07/2021,Himachal Pradesh,204098,1150,199446,3502
17/07/2021,Himachal Pradesh,204224,1136,199584,3504
18/07/2021,Himachal Pradesh,204337,1110,199722,3505
19/07/2021,Himachal Pradesh,204391,1007,199877,3507
21/07/2021,Himachal Pradesh,204618,957,200154,3507
22/07/2021,Himachal Pradesh,204685,941,200237,3507
26/07/2021,Himachal Pradesh,205061,841,200706,3514
27/07/2021,Himachal Pradesh,205200,858,200826,3516
28/07/2021,Himachal Pradesh,205383,923,200942,3518
29/07/2021,Himachal Pradesh,205499,953,201026,3520
30/07/2021,Himachal Pradesh,205728,1098,201110,3520
31/07/2021,Himachal Pradesh,205874,1137,201217,3520
01/08/2021,Himachal Pradesh,206027,1217,201289,3521
02/08/2021,Himachal Pradesh,206161,1229,201411,3521
03/08/2021,Himachal Pradesh,206369,1304,201543,3522
04/08/2021,Himachal Pradesh,206589,1414,201652,3523
05/08/2021,Himachal Pradesh,206832,1508,201797,3527
06/08/2021,Himachal Pradesh,207088,1610,201947,3531
07/08/2021,Himachal Pradesh,207344,1727,202084,3533
08/08/2021,Himachal Pradesh,207700,1949,202218,3533
09/08/2021,Himachal Pradesh,207887,1962,202391,3534
12/03/2020,Jammu and Kashmir,1,1,0,0
13/03/2020,Jammu and Kashmir,1,1,0,0
14/03/2020,Jammu and Kashmir,2,2,0,0
15/03/2020,Jammu and Kashmir,2,2,0,0
16/03/2020,Jammu and Kashmir,3,3,0,0
17/03/2020,Jammu and Kashmir,3,3,0,0
18/03/2020,Jammu and Kashmir,3,3,0,0
19/03/2020,Jammu and Kashmir,4,4,0,0
20/03/2020,Jammu and Kashmir,4,4,0,0
21/03/2020,Jammu and Kashmir,4,4,0,0
22/03/2020,Jammu and Kashmir,4,4,0,0
23/03/2020,Jammu and Kashmir,4,4,0,0
24/03/2020,Jammu and Kashmir,4,4,0,0
25/03/2020,Jammu and Kashmir,4,4,0,0
26/03/2020,Jammu and Kashmir,11,10,1,0
27/03/2020,Jammu and Kashmir,13,11,1,1
28/03/2020,Jammu and Kashmir,20,18,1,1
29/03/2020,Jammu and Kashmir,31,29,1,1
30/03/2020,Jammu and Kashmir,31,28,1,2
31/03/2020,Jammu and Kashmir,54,50,2,2
01/04/2020,Jammu and Kashmir,55,51,2,2
02/04/2020,Jammu and Kashmir,62,58,2,2
03/04/2020,Jammu and Kashmir,70,65,3,2
04/04/2020,Jammu and Kashmir,75,70,3,2
05/04/2020,Jammu and Kashmir,92,86,4,2
06/04/2020,Jammu and Kashmir,106,100,4,2
07/04/2020,Jammu and Kashmir,109,103,4,2
08/04/2020,Jammu and Kashmir,116,110,4,2
09/04/2020,Jammu and Kashmir,158,150,4,4
10/04/2020,Jammu and Kashmir,158,150,4,4
11/04/2020,Jammu and Kashmir,207,197,6,4
12/04/2020,Jammu and Kashmir,207,197,6,4
13/04/2020,Jammu and Kashmir,245,235,6,4
14/04/2020,Jammu and Kashmir,270,250,16,4
15/04/2020,Jammu and Kashmir,278,244,30,4
16/04/2020,Jammu and Kashmir,300,260,36,4
17/04/2020,Jammu and Kashmir,314,272,38,4
18/04/2020,Jammu and Kashmir,328,281,42,5
19/04/2020,Jammu and Kashmir,341,285,51,5
20/04/2020,Jammu and Kashmir,350,289,56,5
21/04/2020,Jammu and Kashmir,368,292,71,5
22/04/2020,Jammu and Kashmir,380,294,81,5
23/04/2020,Jammu and Kashmir,407,310,92,5
24/04/2020,Jammu and Kashmir,427,330,92,5
25/04/2020,Jammu and Kashmir,454,340,109,5
26/04/2020,Jammu and Kashmir,494,376,112,6
27/04/2020,Jammu and Kashmir,523,380,137,6
28/04/2020,Jammu and Kashmir,546,375,164,7
29/04/2020,Jammu and Kashmir,565,381,176,8
30/04/2020,Jammu and Kashmir,581,381,192,8
01/05/2020,Jammu and Kashmir,614,390,216,8
02/05/2020,Jammu and Kashmir,639,384,247,8
03/05/2020,Jammu and Kashmir,666,404,254,8
04/05/2020,Jammu and Kashmir,701,406,287,8
05/05/2020,Jammu and Kashmir,726,415,303,8
06/05/2020,Jammu and Kashmir,741,413,320,8
07/05/2020,Jammu and Kashmir,775,445,322,8
08/05/2020,Jammu and Kashmir,793,449,335,9
09/05/2020,Jammu and Kashmir,823,450,364,9
10/05/2020,Jammu and Kashmir,836,459,368,9
11/05/2020,Jammu and Kashmir,861,469,383,9
12/05/2020,Jammu and Kashmir,879,442,427,10
13/05/2020,Jammu and Kashmir,934,469,455,10
14/05/2020,Jammu and Kashmir,971,494,466,11
15/05/2020,Jammu and Kashmir,983,487,485,11
16/05/2020,Jammu and Kashmir,1013,489,513,11
17/05/2020,Jammu and Kashmir,1121,567,542,12
18/05/2020,Jammu and Kashmir,1183,595,575,13
19/05/2020,Jammu and Kashmir,1289,665,609,15
20/05/2020,Jammu and Kashmir,1317,647,653,17
21/05/2020,Jammu and Kashmir,1390,694,678,18
22/05/2020,Jammu and Kashmir,1449,745,684,20
23/05/2020,Jammu and Kashmir,1489,749,720,20
24/05/2020,Jammu and Kashmir,1569,774,774,21
25/05/2020,Jammu and Kashmir,1621,791,809,21
26/05/2020,Jammu and Kashmir,1668,836,809,23
27/05/2020,Jammu and Kashmir,1759,902,833,24
28/05/2020,Jammu and Kashmir,1921,1041,854,26
29/05/2020,Jammu and Kashmir,2036,1150,859,27
30/05/2020,Jammu and Kashmir,2164,1261,875,28
31/05/2020,Jammu and Kashmir,2341,1405,908,28
01/06/2020,Jammu and Kashmir,2446,1491,927,28
02/06/2020,Jammu and Kashmir,2601,1624,946,31
03/06/2020,Jammu and Kashmir,2718,1732,953,33
04/06/2020,Jammu and Kashmir,2857,1816,1007,34
05/06/2020,Jammu and Kashmir,3142,2059,1048,35
06/06/2020,Jammu and Kashmir,3324,2202,1086,36
07/06/2020,Jammu and Kashmir,3467,2302,1126,39
08/06/2020,Jammu and Kashmir,4087,2830,1216,41
09/06/2020,Jammu and Kashmir,4285,2916,1324,45
10/06/2020,Jammu and Kashmir,4346,2792,1506,48
11/06/2020,Jammu and Kashmir,4507,2785,1671,51
12/06/2020,Jammu and Kashmir,4574,2702,1820,52
13/06/2020,Jammu and Kashmir,4730,2591,2086,53
14/06/2020,Jammu and Kashmir,4878,2554,2269,55
15/06/2020,Jammu and Kashmir,5041,2593,2389,59
16/06/2020,Jammu and Kashmir,5220,2554,2604,62
17/06/2020,Jammu and Kashmir,5298,2454,2781,63
18/06/2020,Jammu and Kashmir,5406,2427,2914,65
19/06/2020,Jammu and Kashmir,5555,2340,3144,71
20/06/2020,Jammu and Kashmir,5680,2411,3194,75
21/06/2020,Jammu and Kashmir,5834,2417,3336,81
22/06/2020,Jammu and Kashmir,5956,2492,3382,82
23/06/2020,Jammu and Kashmir,6088,2472,3531,85
24/06/2020,Jammu and Kashmir,6236,2507,3642,87
25/06/2020,Jammu and Kashmir,6422,2516,3818,88
26/06/2020,Jammu and Kashmir,6549,2492,3967,90
27/06/2020,Jammu and Kashmir,6762,2591,4080,91
28/06/2020,Jammu and Kashmir,6966,2648,4225,93
29/06/2020,Jammu and Kashmir,7093,2683,4316,94
30/06/2020,Jammu and Kashmir,7237,2557,4585,95
01/07/2020,Jammu and Kashmir,7497,2674,4722,101
02/07/2020,Jammu and Kashmir,7695,2734,4856,105
03/07/2020,Jammu and Kashmir,7849,2760,4974,115
04/07/2020,Jammu and Kashmir,8019,2825,5075,119
05/07/2020,Jammu and Kashmir,8246,2976,5143,127
06/07/2020,Jammu and Kashmir,8429,3042,5255,132
07/07/2020,Jammu and Kashmir,8675,3219,5318,138
08/07/2020,Jammu and Kashmir,8931,3389,5399,143
09/07/2020,Jammu and Kashmir,9261,3545,5567,149
10/07/2020,Jammu and Kashmir,9501,3652,5695,154
11/07/2020,Jammu and Kashmir,9888,3943,5786,159
12/07/2020,Jammu and Kashmir,10156,4092,5895,169
13/07/2020,Jammu and Kashmir,10513,4355,5979,179
14/07/2020,Jammu and Kashmir,10827,4545,6095,187
15/07/2020,Jammu and Kashmir,11173,4755,6223,195
16/07/2020,Jammu and Kashmir,11666,5123,6337,206
17/07/2020,Jammu and Kashmir,12156,5488,6446,222
18/07/2020,Jammu and Kashmir,12757,5968,6558,231
19/07/2020,Jammu and Kashmir,13198,5797,7165,236
20/07/2020,Jammu and Kashmir,13899,5844,7811,244
21/07/2020,Jammu and Kashmir,14650,6122,8274,254
22/07/2020,Jammu and Kashmir,15258,6540,8455,263
23/07/2020,Jammu and Kashmir,15711,6831,8607,273
24/07/2020,Jammu and Kashmir,16429,7438,8709,282
25/07/2020,Jammu and Kashmir,16782,7269,9217,296
26/07/2020,Jammu and Kashmir,17305,7483,9517,305
27/07/2020,Jammu and Kashmir,17920,7680,9928,312
28/07/2020,Jammu and Kashmir,18390,7667,10402,321
29/07/2020,Jammu and Kashmir,18879,7661,10885,333
30/07/2020,Jammu and Kashmir,19419,7749,11322,348
31/07/2020,Jammu and Kashmir,19869,7662,11842,365
01/08/2020,Jammu and Kashmir,20359,7765,12217,377
02/08/2020,Jammu and Kashmir,20972,7713,12871,388
03/08/2020,Jammu and Kashmir,21416,7893,13127,396
04/08/2020,Jammu and Kashmir,22006,7567,14032,407
05/08/2020,Jammu and Kashmir,22396,7123,14856,417
06/08/2020,Jammu and Kashmir,22955,7285,15244,426
07/08/2020,Jammu and Kashmir,23454,7310,15708,436
08/08/2020,Jammu and Kashmir,23927,7260,16218,449
09/08/2020,Jammu and Kashmir,24390,7264,16667,459
10/08/2020,Jammu and Kashmir,24897,7422,17003,472
11/08/2020,Jammu and Kashmir,25367,7514,17375,478
12/08/2020,Jammu and Kashmir,25931,7462,17979,490
13/08/2020,Jammu and Kashmir,26413,7392,18523,498
14/08/2020,Jammu and Kashmir,26949,7138,19302,509
15/08/2020,Jammu and Kashmir,27489,7027,19942,520
16/08/2020,Jammu and Kashmir,28021,6818,20676,527
17/08/2020,Jammu and Kashmir,28470,6985,20943,542
18/08/2020,Jammu and Kashmir,28892,7048,21296,548
19/08/2020,Jammu and Kashmir,29326,6879,21886,561
20/08/2020,Jammu and Kashmir,30034,6965,22497,572
21/08/2020,Jammu and Kashmir,30717,6914,23225,578
22/08/2020,Jammu and Kashmir,31371,6973,23805,593
23/08/2020,Jammu and Kashmir,31981,6975,24398,608
24/08/2020,Jammu and Kashmir,32647,7198,24832,617
25/08/2020,Jammu and Kashmir,33075,7246,25205,624
26/08/2020,Jammu and Kashmir,33776,7544,25594,638
27/08/2020,Jammu and Kashmir,34480,7630,26193,657
28/08/2020,Jammu and Kashmir,35135,7743,26721,671
29/08/2020,Jammu and Kashmir,35831,7781,27372,678
30/08/2020,Jammu and Kashmir,36377,7672,28020,685
31/08/2020,Jammu and Kashmir,37163,7959,28510,694
01/09/2020,Jammu and Kashmir,37698,7980,29015,703
02/09/2020,Jammu and Kashmir,38223,8022,29484,717
03/09/2020,Jammu and Kashmir,38864,8053,30079,732
04/09/2020,Jammu and Kashmir,39943,8441,30759,743
05/09/2020,Jammu and Kashmir,40990,8800,31435,755
06/09/2020,Jammu and Kashmir,42241,9547,31924,770
07/09/2020,Jammu and Kashmir,43557,10446,32327,784
08/09/2020,Jammu and Kashmir,44570,11009,32760,801
09/09/2020,Jammu and Kashmir,45925,11859,33251,815
10/09/2020,Jammu and Kashmir,47542,12839,33871,832
11/09/2020,Jammu and Kashmir,49134,14074,34215,845
12/09/2020,Jammu and Kashmir,50712,15169,34689,854
13/09/2020,Jammu and Kashmir,52410,16261,35285,864
14/09/2020,Jammu and Kashmir,54096,17481,35737,878
15/09/2020,Jammu and Kashmir,55325,18049,36381,895
16/09/2020,Jammu and Kashmir,56654,18678,37062,914
17/09/2020,Jammu and Kashmir,58244,19503,37809,932
18/09/2020,Jammu and Kashmir,59711,20239,38521,951
19/09/2020,Jammu and Kashmir,61041,20770,39305,966
20/09/2020,Jammu and Kashmir,62533,21281,40265,987
21/09/2020,Jammu and Kashmir,63990,22032,40957,1001
22/09/2020,Jammu and Kashmir,65026,21887,42115,1024
23/09/2020,Jammu and Kashmir,66261,21485,43734,1042
24/09/2020,Jammu and Kashmir,67510,19918,46530,1062
25/09/2020,Jammu and Kashmir,68614,19451,48079,1084
26/09/2020,Jammu and Kashmir,69832,19170,49557,1105
27/09/2020,Jammu and Kashmir,71049,18430,51494,1125
28/09/2020,Jammu and Kashmir,72190,18199,52859,1132
29/09/2020,Jammu and Kashmir,73014,17601,54267,1146
30/09/2020,Jammu and Kashmir,74095,17414,55517,1164
01/10/2020,Jammu and Kashmir,75070,17017,56872,1181
02/10/2020,Jammu and Kashmir,76163,16413,58552,1198
03/10/2020,Jammu and Kashmir,77253,16089,59952,1212
04/10/2020,Jammu and Kashmir,78228,15646,61351,1231
05/10/2020,Jammu and Kashmir,79106,15460,62404,1242
06/10/2020,Jammu and Kashmir,79738,14696,63790,1252
07/10/2020,Jammu and Kashmir,80476,13712,65496,1268
08/10/2020,Jammu and Kashmir,81097,12131,67684,1282
09/10/2020,Jammu and Kashmir,81793,11482,69020,1291
10/10/2020,Jammu and Kashmir,82429,11144,69979,1306
11/10/2020,Jammu and Kashmir,83064,10796,70955,1313
12/10/2020,Jammu and Kashmir,83633,10466,71845,1322
13/10/2020,Jammu and Kashmir,84031,9992,72706,1333
14/10/2020,Jammu and Kashmir,84708,9866,73502,1340
15/10/2020,Jammu and Kashmir,85409,9739,74318,1352
16/10/2020,Jammu and Kashmir,86057,9058,75641,1358
17/10/2020,Jammu and Kashmir,86754,8909,76479,1366
18/10/2020,Jammu and Kashmir,87364,8704,77288,1372
19/10/2020,Jammu and Kashmir,87942,8677,77886,1379
20/10/2020,Jammu and Kashmir,88369,8314,78667,1388
21/10/2020,Jammu and Kashmir,88958,8124,79437,1397
22/10/2020,Jammu and Kashmir,89582,8088,80092,1402
23/10/2020,Jammu and Kashmir,90166,7952,80802,1412
24/10/2020,Jammu and Kashmir,90752,7842,81486,1424
25/10/2020,Jammu and Kashmir,91329,7680,82219,1430
26/10/2020,Jammu and Kashmir,91861,7565,82858,1438
27/10/2020,Jammu and Kashmir,92225,7296,83485,1444
28/10/2020,Jammu and Kashmir,92677,6990,84236,1451
29/10/2020,Jammu and Kashmir,93213,6976,84782,1455
30/10/2020,Jammu and Kashmir,93764,6928,85370,1466
31/10/2020,Jammu and Kashmir,94330,6835,86024,1471
01/11/2020,Jammu and Kashmir,94785,6419,86888,1478
02/11/2020,Jammu and Kashmir,95325,6326,87517,1482
03/11/2020,Jammu and Kashmir,95710,6080,88140,1490
04/11/2020,Jammu and Kashmir,96188,5968,88718,1502
05/11/2020,Jammu and Kashmir,96700,5935,89254,1511
06/11/2020,Jammu and Kashmir,97224,5802,89905,1517
07/11/2020,Jammu and Kashmir,97805,5745,90537,1523
08/11/2020,Jammu and Kashmir,98337,5584,91225,1528
09/11/2020,Jammu and Kashmir,98892,5678,91681,1533
10/11/2020,Jammu and Kashmir,99352,5565,92245,1542
11/11/2020,Jammu and Kashmir,99844,5415,92880,1549
12/11/2020,Jammu and Kashmir,100351,5480,93313,1558
13/11/2020,Jammu and Kashmir,100968,5578,93824,1566
14/11/2020,Jammu and Kashmir,101594,5645,94375,1574
15/11/2020,Jammu and Kashmir,102159,5728,94851,1580
16/11/2020,Jammu and Kashmir,102619,5688,95342,1589
17/11/2020,Jammu and Kashmir,103009,5588,95824,1597
18/11/2020,Jammu and Kashmir,103581,5585,96392,1604
19/11/2020,Jammu and Kashmir,104155,5570,96972,1613
20/11/2020,Jammu and Kashmir,104715,5560,97537,1618
21/11/2020,Jammu and Kashmir,105376,5678,98076,1622
22/11/2020,Jammu and Kashmir,105984,5720,98640,1624
23/11/2020,Jammu and Kashmir,106548,5700,99219,1629
24/11/2020,Jammu and Kashmir,106899,5431,99827,1641
25/11/2020,Jammu and Kashmir,107330,5357,100322,1651
26/11/2020,Jammu and Kashmir,107819,5264,100892,1663
27/11/2020,Jammu and Kashmir,108306,5275,101363,1668
28/11/2020,Jammu and Kashmir,108871,5236,101959,1676
29/11/2020,Jammu and Kashmir,109383,5112,102591,1680
30/11/2020,Jammu and Kashmir,109854,5087,103082,1685
01/12/2020,Jammu and Kashmir,110224,4965,103565,1694
02/12/2020,Jammu and Kashmir,110678,4908,104068,1702
03/12/2020,Jammu and Kashmir,111130,4951,104471,1708
04/12/2020,Jammu and Kashmir,111712,5104,104890,1718
05/12/2020,Jammu and Kashmir,112256,4989,105537,1730
06/12/2020,Jammu and Kashmir,112757,5009,106006,1742
07/12/2020,Jammu and Kashmir,113288,5170,106372,1746
08/12/2020,Jammu and Kashmir,113568,5055,106758,1755
09/12/2020,Jammu and Kashmir,114038,4995,107282,1761
10/12/2020,Jammu and Kashmir,114407,5016,107624,1767
11/12/2020,Jammu and Kashmir,114773,4848,108150,1775
12/12/2020,Jammu and Kashmir,115207,4849,108572,1786
13/12/2020,Jammu and Kashmir,115626,4831,109002,1793
14/12/2020,Jammu and Kashmir,116008,4702,109507,1799
15/12/2020,Jammu and Kashmir,116254,4558,109894,1802
17/12/2020,Jammu and Kashmir,116932,4346,110769,1817
18/12/2020,Jammu and Kashmir,117317,4327,111164,1826
19/12/2020,Jammu and Kashmir,117705,4244,111628,1833
20/12/2020,Jammu and Kashmir,118006,4076,112093,1837
21/12/2020,Jammu and Kashmir,118263,3854,112568,1841
22/12/2020,Jammu and Kashmir,118495,3625,113026,1844
23/12/2020,Jammu and Kashmir,118803,3646,113307,1850
24/12/2020,Jammu and Kashmir,119053,3555,113645,1853
25/12/2020,Jammu and Kashmir,119344,3540,113944,1860
26/12/2020,Jammu and Kashmir,119628,3414,114353,1861
27/12/2020,Jammu and Kashmir,119877,3288,114722,1867
28/12/2020,Jammu and Kashmir,120137,3284,114986,1867
29/12/2020,Jammu and Kashmir,120293,3157,115261,1875
30/12/2020,Jammu and Kashmir,120527,3088,115560,1879
31/12/2020,Jammu and Kashmir,120744,3034,115830,1880
03/01/2021,Jammu and Kashmir,121471,2999,116587,1885
04/01/2021,Jammu and Kashmir,121653,2975,116792,1886
05/01/2021,Jammu and Kashmir,121786,2684,117211,1891
06/01/2021,Jammu and Kashmir,121923,2600,117426,1897
07/01/2021,Jammu and Kashmir,122049,2459,117690,1900
08/01/2021,Jammu and Kashmir,122176,2396,117877,1903
09/01/2021,Jammu and Kashmir,122303,2241,118155,1907
10/01/2021,Jammu and Kashmir,122425,2094,118422,1909
11/01/2021,Jammu and Kashmir,122538,2011,118617,1910
12/01/2021,Jammu and Kashmir,122651,1768,118972,1911
13/01/2021,Jammu and Kashmir,122764,1682,119170,1912
14/01/2021,Jammu and Kashmir,122885,1629,119344,1912
15/01/2021,Jammu and Kashmir,122964,1468,119581,1915
16/01/2021,Jammu and Kashmir,123108,1428,119760,1920
17/01/2021,Jammu and Kashmir,123217,1280,120016,1921
18/01/2021,Jammu and Kashmir,123343,1224,120198,1921
19/01/2021,Jammu and Kashmir,123425,1111,120392,1922
20/01/2021,Jammu and Kashmir,123538,1103,120512,1923
21/01/2021,Jammu and Kashmir,123647,1099,120625,1923
22/01/2021,Jammu and Kashmir,123764,1111,120729,1924
23/01/2021,Jammu and Kashmir,123852,1098,120826,1928
24/01/2021,Jammu and Kashmir,123946,1103,120914,1929
25/01/2021,Jammu and Kashmir,124019,1103,120987,1929
27/01/2021,Jammu and Kashmir,124157,1103,121124,1930
28/01/2021,Jammu and Kashmir,124234,1050,121253,1931
29/01/2021,Jammu and Kashmir,124297,963,121402,1932
30/01/2021,Jammu and Kashmir,124373,823,121617,1933
31/01/2021,Jammu and Kashmir,124449,761,121752,1936
01/02/2021,Jammu and Kashmir,124506,748,121822,1936
02/02/2021,Jammu and Kashmir,124550,709,121905,1936
03/02/2021,Jammu and Kashmir,124594,668,121988,1938
04/02/2021,Jammu and Kashmir,124659,669,122049,1941
05/02/2021,Jammu and Kashmir,124719,652,122124,1943
06/02/2021,Jammu and Kashmir,124785,654,122187,1944
07/02/2021,Jammu and Kashmir,124850,631,122275,1944
08/02/2021,Jammu and Kashmir,124909,630,122335,1944
09/02/2021,Jammu and Kashmir,124952,593,122415,1944
10/02/2021,Jammu and Kashmir,125007,593,122470,1944
11/02/2021,Jammu and Kashmir,125052,605,122502,1945
12/02/2021,Jammu and Kashmir,125117,628,122542,1947
13/02/2021,Jammu and Kashmir,125208,634,122626,1948
14/02/2021,Jammu and Kashmir,125268,616,122703,1949
15/02/2021,Jammu and Kashmir,125341,622,122768,1951
16/02/2021,Jammu and Kashmir,125405,617,122837,1951
17/02/2021,Jammu and Kashmir,125463,629,122883,1951
18/02/2021,Jammu and Kashmir,125547,657,122939,1951
19/02/2021,Jammu and Kashmir,125634,688,122992,1954
20/02/2021,Jammu and Kashmir,125715,702,123059,1954
21/02/2021,Jammu and Kashmir,125783,700,123129,1954
22/02/2021,Jammu and Kashmir,125867,721,123192,1954
23/02/2021,Jammu and Kashmir,125925,735,123236,1954
24/02/2021,Jammu and Kashmir,126019,766,123298,1955
25/02/2021,Jammu and Kashmir,126093,771,123367,1955
26/02/2021,Jammu and Kashmir,126201,820,123426,1955
27/02/2021,Jammu and Kashmir,126286,803,123527,1956
01/03/2021,Jammu and Kashmir,126441,823,123661,1957
02/03/2021,Jammu and Kashmir,126504,829,123717,1958
03/03/2021,Jammu and Kashmir,126589,820,123811,1958
04/03/2021,Jammu and Kashmir,126693,875,123860,1958
06/03/2021,Jammu and Kashmir,126853,891,124002,1960
07/03/2021,Jammu and Kashmir,126932,882,124089,1961
08/03/2021,Jammu and Kashmir,127044,892,124190,1962
09/03/2021,Jammu and Kashmir,127114,871,124280,1963
10/03/2021,Jammu and Kashmir,127191,859,124367,1965
11/03/2021,Jammu and Kashmir,127288,899,124421,1968
13/03/2021,Jammu and Kashmir,127436,887,124578,1971
14/03/2021,Jammu and Kashmir,127535,881,124680,1974
15/03/2021,Jammu and Kashmir,127640,920,124746,1974
16/03/2021,Jammu and Kashmir,127734,937,124823,1974
17/03/2021,Jammu and Kashmir,127831,973,124882,1976
18/03/2021,Jammu and Kashmir,127957,1008,124972,1977
19/03/2021,Jammu and Kashmir,128097,1073,125046,1978
20/03/2021,Jammu and Kashmir,128249,1152,125118,1979
21/03/2021,Jammu and Kashmir,128389,1191,125218,1980
22/03/2021,Jammu and Kashmir,128547,1290,125276,1981
23/03/2021,Jammu and Kashmir,128679,1336,125362,1981
24/03/2021,Jammu and Kashmir,128836,1410,125443,1983
25/03/2021,Jammu and Kashmir,129031,1513,125535,1983
27/03/2021,Jammu and Kashmir,129413,1681,125748,1984
28/03/2021,Jammu and Kashmir,129684,1813,125886,1985
29/03/2021,Jammu and Kashmir,129993,2001,126003,1989
30/03/2021,Jammu and Kashmir,130228,2110,126129,1989
31/03/2021,Jammu and Kashmir,130587,2293,126304,1990
01/04/2021,Jammu and Kashmir,130960,2531,126435,1994
02/04/2021,Jammu and Kashmir,131421,2874,126549,1998
03/04/2021,Jammu and Kashmir,131938,3215,126720,2003
04/04/2021,Jammu and Kashmir,132439,3574,126860,2005
05/04/2021,Jammu and Kashmir,133012,3955,127049,2008
06/04/2021,Jammu and Kashmir,133454,4154,127290,2010
07/04/2021,Jammu and Kashmir,134015,4483,127520,2012
08/04/2021,Jammu and Kashmir,134827,5035,127774,2018
09/04/2021,Jammu and Kashmir,135662,5623,128020,2019
10/04/2021,Jammu and Kashmir,136470,6115,128332,2023
11/04/2021,Jammu and Kashmir,137475,6755,128691,2029
12/04/2021,Jammu and Kashmir,138390,7335,129021,2034
13/04/2021,Jammu and Kashmir,139381,7908,129439,2034
14/04/2021,Jammu and Kashmir,140650,8681,129932,2037
15/04/2021,Jammu and Kashmir,141736,9390,130304,2042
16/04/2021,Jammu and Kashmir,142877,10040,130791,2046
17/04/2021,Jammu and Kashmir,144021,10620,131353,2048
18/04/2021,Jammu and Kashmir,145166,10910,132205,2051
19/04/2021,Jammu and Kashmir,146692,11467,133168,2057
20/04/2021,Jammu and Kashmir,148208,12164,133981,2063
21/04/2021,Jammu and Kashmir,150238,13470,134697,2071
22/04/2021,Jammu and Kashmir,152442,14928,135430,2084
23/04/2021,Jammu and Kashmir,154407,16094,136221,2092
24/04/2021,Jammu and Kashmir,156344,16993,137240,2111
25/04/2021,Jammu and Kashmir,158374,18064,138184,2126
26/04/2021,Jammu and Kashmir,160755,19558,139050,2147
27/04/2021,Jammu and Kashmir,162890,20601,140117,2172
28/04/2021,Jammu and Kashmir,166054,22283,141574,2197
29/04/2021,Jammu and Kashmir,169077,24313,142537,2227
30/04/2021,Jammu and Kashmir,172551,26144,144154,2253
01/05/2021,Jammu and Kashmir,176083,28359,145441,2283
