date,confirmed_cases_per_day,active_cases_per_day,cured_per_day,deaths_per_day,hospital_beds_per_thousand,cases_per_million,deaths_per_million,actives_per_million
2020-07-26,48661,11811.0,36145.0,705.0,0.53,35.2614821582614,0.5108679419159962,8.558668456694795
2020-07-27,49931,17232.0,31991.0,708.0,0.53,36.1817690890888,0.5130418480518089,12.486916844108434
2020-07-28,47703,11874.0,35175.0,654.0,0.53,34.56728146555853,0.4739115376071794,8.604320485546863
2020-07-29,48513,12459.0,35286.0,768.0,0.53,35.15423612222797,0.5565199707680639,9.028232182030349
2020-07-30,52123,18795.0,32553.0,775.0,0.53,37.77016983898932,0.5615924184182937,13.619521940866877
2020-07-31,55078,17076.0,37223.0,779.0,0.53,39.911467382764876,0.5644909599327107,12.37387372504617
2020-01-08,57118,19785.0,36569.0,764.0,0.53,41.38972355511754,0.5536214292536469,14.336910965685083
2020-02-08,54735,2627.0,51255.0,853.0,0.53,39.66291744790362,0.6181139779494251,1.9036171395933643
2020-03-08,52972,11627.0,40574.0,771.0,0.53,38.385385275424326,0.5586938769038766,8.425335547031613
2020-04-08,52050,6941.0,44306.0,803.0,0.53,37.717271456351206,0.5818822090192126,5.029694162892098
2020-05-08,52509,-54.0,51706.0,857.0,0.53,38.04987909513056,0.6210125194638422,-0.039130310444629494
2020-06-08,56282,9257.0,46121.0,904.0,0.53,40.783928378604394,0.6550703822582419,6.707949699739541
2020-07-08,62538,11883.0,49769.0,886.0,0.53,45.31724730715258,0.6420269454433654,8.6108422039543
2020-08-08,61537,11704.0,48900.0,933.0,0.53,44.59188729316973,0.6760848082377652,8.481132471184141
2020-09-08,64399,9659.0,53879.0,861.0,0.53,46.66579374673509,0.6239110609782591,6.999253121938449
2020-10-08,62064,6198.0,54859.0,1007.0,0.53,44.97377013769417,0.7297078262544796,4.491290076589141
2020-11-08,53601,4984.0,47746.0,871.0,0.53,38.841180928566395,0.6311574147643016,3.611582726963581
2020-12-08,60963,4019.0,56110.0,834.0,0.53,44.17594658585089,0.6043459057559444,2.9123095866104802
2020-08-13,66999,9674.0,56383.0,942.0,0.53,48.54984573110614,0.6826065266452034,7.010122652617513
2020-08-14,64553,7973.0,55573.0,1007.0,0.53,46.77738759504014,0.7297078262544796,5.777517873611684
2020-08-15,65002,6625.0,57381.0,996.0,0.53,47.10274888003345,0.7217368370898328,4.800709383253156
2020-08-16,63490,9224.0,53322.0,944.0,0.53,46.00710018758382,0.6840557974024118,6.684036732245601
2020-08-17,57981,-544.0,57584.0,941.0,0.53,42.01508388685301,0.6818818912665991,-0.39420164596071194
2020-08-18,55079,-3734.0,57937.0,876.0,0.53,39.91219201814348,0.6347805916573229,-2.705788503708269
2020-08-19,64531,3348.0,60091.0,1092.0,0.53,46.76144561671085,0.7913018334358408,2.4260792475670288
2020-08-20,69652,9881.0,58794.0,977.0,0.53,50.47230339054321,0.7079687648963521,7.160122175988593
2020-08-21,68898,5633.0,62282.0,983.0,0.53,49.92592831507561,0.7123165771679776,4.081871087677739
2020-08-22,69878,5302.0,63631.0,945.0,0.53,50.636070986107775,0.6847804327810161,3.8420167773597327
2020-08-23,69239,10338.0,57989.0,912.0,0.53,50.173028979179655,0.6608674652870759,7.491280544010735
2020-08-24,61408,3103.0,57469.0,836.0,0.53,44.498409329329775,0.6057951765131528,2.2485435798089872
2020-08-25,60975,-6423.0,66550.0,848.0,0.53,44.18464221039414,0.6144908010564039,-4.654333036775097
2020-08-26,67151,2919.0,63173.0,1059.0,0.53,48.65999030865398,0.7673888659419006,2.1152106701458053
2020-08-27,75760,18724.0,56013.0,1023.0,0.53,54.89837628305797,0.7413019923121477,13.568072828985974
2020-08-28,77266,16032.0,60177.0,1057.0,0.53,55.98967716323597,0.7659395951846921,11.617354389783333
2020-08-29,76472,10401.0,65050.0,1021.0,0.53,55.414316672624196,0.7398527215549391,7.536932572862803
2020-08-30,78761,12878.0,64935.0,948.0,0.53,57.073007054249324,0.6869543389168289,9.33185440566553
2020-08-31,78512,16673.0,60868.0,971.0,0.53,56.89257284497687,0.7036209526247266,12.081845667468658
2020-01-09,69921,4021.0,65081.0,819.0,0.53,50.667230307387754,0.5934763750768807,2.913758857367689
2020-02-09,78357,15286.0,62026.0,1045.0,0.53,56.78025436129321,0.7572439706414411,11.076776397344563
2020-03-09,83883,14256.0,68584.0,1043.0,0.53,60.78458946346029,0.7557946998842326,10.330401957382186
2020-04-09,83341,15586.0,66659.0,1096.0,0.53,60.391837088256786,0.7942003749502579,11.294167010925838
2020-05-09,86432,15271.0,70072.0,1089.0,0.53,62.63168504352252,0.7891279273000281,11.0659068666655
2020-06-09,90632,15925.0,73642.0,1065.0,0.53,65.67515363366037,0.7717366782135261,11.53981840427268
2020-07-09,90802,20222.0,69564.0,1016.0,0.53,65.7983416480231,0.7362295446619179,14.653576626135141
2020-08-09,75809,1155.0,73521.0,1133.0,0.53,54.933883416609575,0.8210118839586151,0.8369538622879086
2020-09-09,89706,13697.0,74894.0,1115.0,0.53,65.00414127307283,0.8079684471437386,9.92533078074241
2020-10-09,95735,21624.0,72939.0,1172.0,0.53,69.37296797067786,0.8492726637241809,15.669515426938299
2020-11-09,96551,24462.0,70880.0,1209.0,0.53,69.96427043961893,0.8760841727325381,17.72603063141716
2020-12-09,97570,14836.0,81533.0,1201.0,0.53,70.70267389041666,0.870287089703704,10.75069047697265
2020-09-13,94372,14859.0,78399.0,1114.0,0.53,68.38528994964027,0.8072438117651344,10.767357090680548
2020-09-14,92071,13423.0,77512.0,1136.0,0.53,66.7179039434719,0.8231857900944278,9.726780687004846
2020-09-15,83809,3463.0,79292.0,1054.0,0.53,60.73096644544358,0.7637656890488793,2.509412316106517
2020-09-16,90123,5872.0,82961.0,1290.0,0.53,65.30631422595081,0.9347796383994823,4.255058943164156
2020-09-17,97894,14043.0,82719.0,1132.0,0.53,70.93745575308444,0.8202872485800109,10.17605462173948
2020-09-18,96424,7778.0,87472.0,1174.0,0.53,69.87224174653619,0.8507219344813893,5.636213974783855
2020-09-19,93337,-3790.0,95880.0,1247.0,0.53,67.63529233278487,0.9036203171194996,-2.746368084910107
2020-09-20,92605,-3140.0,94612.0,1133.0,0.53,67.10485923564656,0.8210118839586151,-2.2753550888173444
2020-09-21,86961,-7525.0,93356.0,1130.0,0.53,63.01501715880417,0.8188379778228023,-5.452881223996981
2020-09-22,75083,-27438.0,101468.0,1053.0,0.53,54.407798131742894,0.7630410536702751,-19.88254551814341
2020-09-23,83347,-7484.0,89746.0,1085.0,0.53,60.39618490052841,0.7862293857856111,-5.423171173474206
2020-09-24,86508,-1995.0,87374.0,1129.0,0.53,62.686757332296445,0.8181133424441981,-1.4456475803154785
2020-09-25,86052,3734.0,81177.0,1141.0,0.53,62.35632359965291,0.8268089669874491,2.705788503708269
2020-09-26,85362,-9147.0,93420.0,1089.0,0.53,61.85632518841598,0.7891279273000281,-6.628239808093073
2020-09-27,88600,-4567.0,92043.0,1124.0,0.53,64.20269454433654,0.8144901655511768,-3.309409774085609
2020-09-28,82170,6238.0,74893.0,1039.0,0.53,59.54328905991121,0.7528961583698156,4.520275491733311
2020-09-29,70589,-15064.0,84877.0,776.0,0.53,51.1512867402954,0.5623170537968979,-10.91590734329442
2020-09-30,80472,-7135.0,86428.0,1179.0,0.53,58.31285818704119,0.8543451113744106,-5.170273426341323
2020-01-10,86821,264.0,85376.0,1181.0,0.53,62.91356820579958,0.8557943821316191,0.19130373995152197
2020-02-10,81484,1512.0,78877.0,1095.0,0.53,59.0461891901887,0.7934757395716536,1.0956486924496258
2020-03-10,79476,2779.0,75628.0,1069.0,0.53,57.591121349951365,0.7746352197279431,2.0137617171412105
2020-04-10,75829,-7371.0,82260.0,940.0,0.53,54.948376124181664,0.6811572558879949,-5.341287375691926
2020-05-10,74442,-3198.0,76737.0,903.0,0.53,53.94330685405757,0.6543457468796376,-2.317383940776391
2020-06-10,61267,-15404.0,75787.0,884.0,0.53,44.39623574094658,0.6405776746861569,-11.162283372019864
2020-07-10,72049,-11140.0,82203.0,986.0,0.53,52.2092543930576,0.7144904833037904,-8.072438117651343
2020-08-10,78524,-5458.0,83011.0,971.0,0.53,56.90126846952012,0.7036209526247266,-3.9550598964219956
2020-09-10,70496,-8833.0,78365.0,964.0,0.53,51.083895650085196,0.6985485049744968,-6.400704299211339
2020-10-10,73272,-10407.0,82753.0,926.0,0.53,53.095483461090595,0.6710123605875353,-7.541280385134429
2020-11-10,74383,-15689.0,89154.0,918.0,0.53,53.90055336671992,0.6652152775587014,-11.368804454922076
2020-12-10,66732,-5643.0,71559.0,816.0,0.53,48.3563680850188,0.5913024689410679,-4.089117441463782
2020-10-13,55342,-23124.0,77760.0,706.0,0.53,40.1027711227164,0.5115925772946004,-16.756468494844675
2020-10-14,63509,-11853.0,74632.0,730.0,0.53,46.0208682597773,0.5289838263811024,-8.589103142596175
2020-10-15,67708,-14486.0,81514.0,680.0,0.53,49.06361221453655,0.4927520574508899,-10.497068094461163
2020-10-16,63371,-7862.0,70338.0,895.0,0.53,45.920868577529916,0.6485486638508037,-5.697083346586613
2020-10-17,62212,-9441.0,70816.0,837.0,0.53,45.08101617372759,0.6065198118917572,-6.841282609402723
2020-10-18,61871,-11776.0,72614.0,1033.0,0.53,44.833915509623544,0.7485483460981901,-8.533306218443647
2020-10-19,55722,-11256.0,66399.0,579.0,0.53,40.37813256658601,0.4195638842118607,-8.156495821569436
2020-10-20,46790,-23517.0,69720.0,587.0,0.53,33.90568936489285,0.42536096724069467,-17.041250198636146
